territory_id;R;G;B;territory_type;x;y
ter-000601;74;211;203;land;4643.27;1040.57
ter-000602;50;69;243;land;3786.02;337.62
ter-000603;12;50;120;land;8.92;665.34
ter-000604;50;59;101;land;3145.78;407.26
ter-000605;57;28;246;land;4591.7;1530.65
ter-000606;178;198;115;land;3712.74;218.4
ter-000607;252;165;182;land;3180.24;956.49
ter-000608;94;131;66;land;2676.19;938.07
ter-000609;229;180;190;land;3321.84;727.53
ter-000610;118;89;240;land;4676.74;502.67
ter-000611;219;183;118;land;477.75;225.05
ter-000612;175;40;124;land;1629.52;445.8
ter-000613;91;213;219;land;721.8;274.37
ter-000614;187;19;28;land;2042.88;117.55
ter-000615;217;254;90;land;5498.67;101.48
ter-000616;100;101;238;land;3169.03;837.6
ter-000617;165;4;25;land;4715.76;1178.24
ter-000618;43;137;199;land;3234.47;1541.74
ter-000619;88;36;144;land;2993.77;232.47
ter-000620;219;235;254;land;1800.5;1628.93
ter-000621;73;133;166;land;4665.53;539.56
ter-000622;93;47;75;land;4928.23;435.56
ter-000623;194;11;187;land;996.68;549.96
ter-000624;68;7;196;land;4219.27;92.07
ter-000625;96;105;120;land;4014.54;979.49
ter-000626;207;116;55;land;173.08;290.75
ter-000627;225;39;9;land;2622.43;1006.8
ter-000628;16;249;240;land;1287.97;248.43
ter-000629;182;226;201;land;5429.09;218.03
ter-000630;88;144;84;land;4486.71;934.84
ter-000631;43;225;137;land;1032.78;641.66
ter-000632;92;20;116;land;4146.83;286.85
ter-000633;161;21;99;land;3333.02;94.13
ter-000634;89;237;236;land;2598.25;774.82
ter-000635;178;226;79;land;1703.22;984.07
ter-000636;50;95;158;land;3047.29;1199.63
ter-000637;39;99;50;land;4218.99;695.62
ter-000638;219;78;107;land;1580.62;421.18
ter-000639;225;233;98;land;4867.75;1246.0
ter-000640;249;146;88;land;2887.51;1024.83
ter-000641;194;18;125;land;3316.84;588.19
ter-000642;60;142;187;land;2959.91;550.44
ter-000643;134;5;214;land;2027.86;1348.86
ter-000644;133;166;175;land;5182.61;1243.51
ter-000645;32;157;58;land;4240.7;142.17
ter-000646;152;109;247;land;3139.54;330.8
ter-000647;7;142;224;land;1770.72;1337.98
ter-000648;19;170;93;land;2873.54;448.13
ter-000649;163;179;56;land;5151.0;1500.0
ter-000650;254;122;156;land;4653.67;785.66
ter-000651;228;26;54;land;4864.4;320.53
ter-000652;136;175;59;land;2664.96;905.71
ter-000653;45;98;187;land;4977.28;430.48
ter-000654;79;82;247;land;4489.36;93.07
ter-000655;53;115;151;land;905.24;552.74
ter-000656;8;34;168;land;3465.61;979.46
ter-000657;66;217;194;land;2236.37;1263.46
ter-000658;119;35;171;land;1241.64;445.92
ter-000659;251;2;121;land;4183.99;771.1
ter-000660;106;105;111;land;4952.83;1218.12
ter-000661;4;55;114;land;4788.24;1230.0
ter-000662;98;12;105;land;3913.29;116.23
ter-000663;239;3;11;land;3597.36;197.58
ter-000664;163;193;101;land;6.54;1410.17
ter-000665;224;71;9;land;1900.75;1199.55
ter-000666;227;195;65;land;1320.55;135.31
ter-000667;140;3;173;land;2383.74;72.38
ter-000668;155;117;195;land;1766.62;1419.87
ter-000669;224;17;23;land;4262.94;43.3
ter-000670;83;54;222;land;157.12;352.12
ter-000671;70;112;154;land;5218.5;1045.5
ter-000672;223;156;191;land;4.19;1042.13
ter-000673;226;254;139;land;3867.81;730.4
ter-000674;170;88;185;land;1180.52;704.92
ter-000675;169;47;156;land;1636.01;461.18
ter-000676;5;68;10;land;3572.0;320.72
ter-000677;77;7;210;land;4717.65;1666.97
ter-000678;164;126;3;land;3094.46;1192.48
ter-000679;167;90;86;land;3392.71;692.59
ter-000680;242;8;64;land;2212.97;90.63
ter-000681;172;124;55;land;4278.56;677.33
ter-000682;201;108;252;land;2250.88;2021.75
ter-000683;253;219;75;land;3916.34;383.79
ter-000684;38;159;32;land;2986.55;1191.63
ter-000685;229;149;145;land;3477.14;513.85
ter-000686;242;128;239;land;4742.57;86.62
ter-000687;206;32;139;land;4897.8;1662.5
ter-000688;10;0;17;land;1573.42;817.55
ter-000689;76;40;131;land;1838.63;325.21
ter-000690;176;240;40;land;1044.69;87.62
ter-000691;72;209;117;land;544.16;195.12
ter-000692;161;8;201;land;6.05;861.4
ter-000693;201;234;83;land;3433.61;199.94
ter-000694;233;136;53;land;1795.31;1559.17
ter-000695;30;18;35;land;4649.43;496.15
ter-000696;97;140;57;land;2842.36;678.98
ter-000697;193;21;249;land;1942.03;1321.71
ter-000698;212;168;22;land;5415.6;153.04
ter-000699;244;184;237;land;1728.92;237.76
ter-000700;60;65;174;land;5169.51;232.12
ter-000701;19;236;180;land;4283.62;88.32
ter-000702;31;31;208;land;851.21;331.92
ter-000703;248;117;224;land;4362.53;670.9
ter-000704;169;97;93;land;3693.67;689.92
ter-000705;57;119;219;land;4013.8;1036.78
ter-000706;212;4;55;land;4739.06;1691.36
ter-000707;80;162;196;land;1321.89;77.24
ter-000708;105;116;104;land;4986.54;617.6
ter-000709;209;171;220;land;1619.31;1199.2
ter-000710;104;58;164;land;2566.33;860.01
ter-000711;89;132;228;land;1854.22;1388.08
ter-000712;31;95;154;land;4539.88;616.5
ter-000713;125;92;161;land;1384.52;506.16
ter-000714;241;142;115;land;4994.87;561.48
ter-000715;95;67;244;land;4545.82;125.06
ter-000716;99;215;148;land;887.76;276.39
ter-000717;8;142;88;land;5501.38;1818.11
ter-000718;191;212;141;land;5581.21;1773.58
ter-000719;131;191;34;land;3765.77;197.18
ter-000720;251;55;207;land;2948.45;466.09
ter-000721;153;95;162;land;4097.72;418.54
ter-000722;102;120;44;land;5625.79;641.53
ter-000723;187;67;249;land;3869.84;371.66
ter-000724;75;23;226;land;866.45;125.41
ter-000725;3;145;27;land;4544.86;467.39
ter-000726;9;85;124;land;5622.34;543.5
ter-000727;21;95;73;land;4720.33;706.94
ter-000728;185;231;123;land;2142.58;1286.43
ter-000729;37;168;233;land;4566.35;138.49
ter-000730;128;60;115;land;4758.9;23.83
ter-000731;158;97;84;land;3050.63;1326.44
ter-000732;29;169;12;land;1787.11;2025.36
ter-000733;210;12;107;land;1198.46;731.69
ter-000734;81;183;78;land;3523.55;1557.87
ter-000735;62;95;237;land;1859.61;291.07
ter-000736;78;173;119;land;1295.7;642.89
ter-000737;82;93;103;land;4037.35;413.78
ter-000738;158;168;139;land;652.0;1513.0
ter-000739;241;192;230;land;5027.23;1553.98
ter-000740;45;70;87;land;2400.04;14.28
ter-000741;129;53;188;land;3955.77;361.71
ter-000742;115;186;108;land;1406.0;1167.5
ter-000743;139;39;38;land;4582.62;68.05
ter-000744;243;142;244;land;5625.53;250.68
ter-000745;189;95;79;land;3430.37;1103.67
ter-000746;154;135;203;land;1286.84;422.01
ter-000747;10;164;84;land;3252.43;724.92
ter-000748;148;237;121;land;1468.45;553.1
ter-000749;62;245;162;land;5177.5;1057.5
ter-000750;130;180;84;land;947.9;419.4
ter-000751;242;34;82;land;5549.67;1807.0
ter-000752;86;198;157;land;2871.04;1030.14
ter-000753;71;42;26;land;1576.82;202.95
ter-000754;111;171;67;land;2474.72;148.94
ter-000755;125;191;190;land;388.03;241.6
ter-000756;143;68;238;land;4384.44;875.04
ter-000757;255;178;83;land;4589.3;1590.6
ter-000758;183;232;32;land;2583.7;983.05
ter-000759;191;36;150;land;2907.96;413.71
ter-000760;59;242;223;land;4922.66;1412.88
ter-000761;187;155;83;land;3903.5;780.5
ter-000762;105;55;210;land;5532.67;1182.33
ter-000763;228;244;68;land;1165.81;323.46
ter-000764;172;251;125;land;3151.49;1537.8
ter-000765;244;157;209;land;1820.0;1801.72
ter-000766;222;65;39;land;4314.15;447.03
ter-000767;101;186;207;land;5099.05;176.51
ter-000768;178;239;185;land;5131.53;1323.57
ter-000769;149;242;3;land;1696.39;526.94
ter-000770;214;249;57;land;1360.74;922.7
ter-000771;138;121;107;land;5318.4;158.89
ter-000772;23;42;31;land;3556.0;1323.5
ter-000773;216;15;212;land;1025.75;501.76
ter-000774;169;62;64;land;1821.23;1584.95
ter-000775;245;66;129;land;1685.01;1832.21
ter-000776;171;21;254;land;4291.61;37.18
ter-000777;232;156;90;land;1152.46;214.3
ter-000778;228;67;146;land;1270.5;456.76
ter-000779;185;101;47;land;1252.62;98.58
ter-000780;221;92;249;land;4848.75;699.55
ter-000781;194;116;157;land;1419.53;468.95
ter-000782;32;12;171;land;4483.51;307.03
ter-000783;236;61;64;land;3987.59;747.11
ter-000784;255;94;53;land;2913.09;473.45
ter-000785;190;113;187;land;1316.56;890.43
ter-000786;80;255;151;land;5535.67;1510.33
ter-000787;206;23;92;land;4274.14;260.48
ter-000788;142;57;238;land;1573.21;209.03
ter-000789;137;23;26;land;1996.17;1186.51
ter-000790;5;180;202;land;1411.87;452.8
ter-000791;18;233;80;land;4457.41;467.49
ter-000792;205;149;120;land;3228.37;386.25
ter-000793;147;165;56;land;1161.51;66.62
ter-000794;249;111;113;land;1646.24;266.15
ter-000795;201;162;6;land;1451.29;595.34
ter-000796;55;117;175;land;1600.31;1321.43
ter-000797;254;86;90;land;3344.45;883.71
ter-000798;120;80;56;land;1505.46;369.87
ter-000799;117;114;233;land;5623.11;340.3
ter-000800;19;87;145;land;3582.23;98.85
ter-000801;124;20;24;land;4352.39;712.52
ter-000802;99;255;167;land;3036.78;1268.39
ter-000803;219;139;255;land;4054.38;715.43
ter-000804;108;216;114;land;5278.04;89.74
ter-000805;70;3;44;land;3520.48;773.44
ter-000806;117;117;198;land;3736.6;94.4
ter-000807;145;179;152;land;4421.71;1094.51
ter-000808;216;109;115;land;1975.9;1468.92
ter-000809;91;179;18;land;5624.86;2044.92
ter-000810;31;102;6;land;4777.38;53.37
ter-000811;31;201;109;land;3248.05;751.08
ter-000812;192;148;163;land;20.08;64.71
ter-000813;111;70;254;land;86.28;1501.83
ter-000814;61;131;118;land;4819.49;1441.28
ter-000815;243;163;114;land;3093.45;1471.4
ter-000816;51;181;179;land;3105.88;1493.07
ter-000817;184;13;143;land;4545.11;676.51
ter-000818;165;7;60;land;4536.13;1178.53
ter-000819;190;70;235;land;3452.53;1057.67
ter-000820;169;206;159;land;1380.99;703.12
ter-000821;59;230;45;land;2993.4;191.6
ter-000822;183;126;149;land;1583.0;1023.5
ter-000823;3;135;251;land;5098.28;1276.25
ter-000824;219;178;220;land;4060.51;830.32
ter-000825;97;49;42;land;3374.16;719.76
ter-000826;229;102;191;land;1488.1;543.04
ter-000827;19;209;250;land;3029.33;840.34
ter-000828;44;12;90;land;1915.76;1758.33
ter-000829;204;134;149;land;1435.84;688.32
ter-000830;48;86;166;land;5164.79;1566.97
ter-000831;44;159;81;land;2865.42;851.73
ter-000832;177;254;40;land;4906.56;1385.53
ter-000833;29;139;199;land;4697.46;710.85
ter-000834;248;102;191;land;5416.37;1411.71
ter-000835;176;219;38;land;4251.09;433.95
ter-000836;104;22;109;land;3015.71;1150.42
ter-000837;113;168;234;land;4750.32;259.73
ter-000838;50;247;25;land;4275.43;703.25
ter-000839;201;120;207;land;5107.95;1.88
ter-000840;57;246;145;land;2614.06;911.25
ter-000841;220;117;210;land;3108.04;1197.26
ter-000842;102;141;138;land;1264.42;773.05
ter-000843;241;247;187;land;3616.86;275.74
ter-000844;100;169;11;land;5038.09;1700.29
ter-000845;83;133;46;land;2099.88;1212.64
ter-000846;119;208;141;land;4523.57;1188.33
ter-000847;57;88;208;land;3532.12;1540.26
ter-000848;14;140;193;land;5081.11;1438.69
ter-000849;238;158;201;land;3635.01;155.15
ter-000850;107;28;154;land;4737.19;545.2
ter-000851;73;209;138;land;3530.54;676.84
ter-000852;54;164;86;land;4561.38;738.16
ter-000853;38;149;238;land;3243.31;1685.05
ter-000854;14;213;9;land;4646.97;440.73
ter-000855;236;252;121;land;2684.37;349.1
ter-000856;106;62;197;land;3604.07;670.33
ter-000857;251;71;249;land;1133.87;553.11
ter-000858;39;237;38;land;1731.24;1330.99
ter-000859;4;19;79;land;3242.92;355.21
ter-000860;229;216;125;land;4540.45;292.1
ter-000861;214;223;252;land;1743.85;1983.88
ter-000862;222;185;42;land;974.31;520.02
ter-000863;166;195;117;land;2060.03;1286.27
ter-000864;161;69;228;land;5626.45;1300.44
ter-000865;22;219;24;land;3461.2;485.22
ter-000866;204;79;114;land;1421.84;157.52
ter-000867;152;126;73;land;2999.39;1034.21
ter-000868;98;111;41;land;3955.34;457.32
ter-000869;150;141;63;land;3234.73;958.05
ter-000870;237;19;96;land;3314.77;181.29
ter-000871;2;4;94;land;2683.74;554.69
ter-000872;219;254;230;land;2.99;6.61
ter-000873;78;237;195;land;4826.44;217.73
ter-000874;151;149;250;land;779.87;158.39
ter-000875;251;93;230;land;4021.54;539.57
ter-000876;122;114;247;land;3173.5;813.02
ter-000877;239;71;43;land;3140.98;849.33
ter-000878;255;123;23;land;5624.0;1150.92
ter-000879;67;129;116;land;5469.68;1882.35
ter-000880;192;44;255;land;4602.0;696.61
ter-000881;90;68;240;land;5299.67;1243.67
ter-000882;116;163;240;land;1190.14;868.98
ter-000883;231;154;159;land;5139.5;1057.5
ter-000884;119;132;90;land;4640.36;1165.73
ter-000885;65;238;63;land;5415.14;1353.93
ter-000886;253;125;184;land;2132.75;199.75
ter-000887;215;204;69;land;4838.55;251.52
ter-000888;178;100;207;land;4616.67;316.28
ter-000889;100;25;114;land;3907.9;1939.1
ter-000890;20;101;8;land;3045.94;1011.03
ter-000891;181;218;146;land;1021.44;418.38
ter-000892;168;45;137;land;1501.86;162.58
ter-000893;142;151;144;land;1438.96;122.79
ter-000894;112;20;131;land;3521.77;1048.88
ter-000895;135;159;220;land;3293.17;1431.4
ter-000896;130;224;81;land;3196.02;1049.31
ter-000897;73;167;37;land;3414.71;788.88
ter-000898;39;251;227;land;3745.58;473.25
ter-000899;148;208;144;land;4989.82;369.72
ter-000900;153;1;129;land;3728.17;238.09
ter-000901;165;185;144;land;3754.28;128.61
ter-000902;190;51;210;land;4650.0;936.0
ter-000903;200;32;218;land;3115.79;173.11
ter-000904;244;74;81;land;1722.11;1739.78
ter-000905;147;245;146;land;3053.9;800.28
ter-000906;169;241;218;land;2882.07;778.74
ter-000907;119;171;127;land;3918.84;143.89
ter-000908;172;144;33;land;5626.09;734.39
ter-000909;11;171;159;land;3349.39;1274.86
ter-000910;219;70;105;land;5574.0;1367.0
ter-000911;186;113;61;land;3179.99;689.37
ter-000912;136;253;149;land;2795.69;908.92
ter-000913;47;62;89;land;3539.62;950.97
ter-000914;217;185;139;land;3081.61;1487.66
ter-000915;223;45;156;land;1848.67;406.37
ter-000916;211;47;168;land;1820.7;1122.85
ter-000917;234;55;216;land;4109.08;189.96
ter-000918;192;67;215;land;3279.68;1638.91
ter-000919;99;243;40;land;2907.51;432.53
ter-000920;139;98;225;land;3013.24;898.12
ter-000921;62;68;151;land;3311.43;756.87
ter-000922;240;107;21;land;5625.4;1606.66
ter-000923;193;252;216;land;1622.17;157.58
ter-000924;183;226;143;land;3068.58;428.35
ter-000925;83;237;18;land;2823.53;870.36
ter-000926;182;110;70;land;5316.31;68.38
ter-000927;164;212;132;land;1663.68;479.21
ter-000928;22;90;1;land;2666.05;1037.49
ter-000929;76;64;139;land;3534.44;1470.35
ter-000930;32;84;120;land;1212.63;739.37
ter-000931;210;116;239;land;4656.54;756.3
ter-000932;53;232;62;land;632.5;1421.0
ter-000933;187;16;182;land;3264.74;785.61
ter-000934;169;83;173;land;4849.91;331.48
ter-000935;243;64;232;land;3926.01;259.84
ter-000936;197;79;8;land;4756.11;1533.02
ter-000937;175;104;24;land;3306.76;139.3
ter-000938;58;207;26;land;4689.98;38.46
ter-000939;20;244;137;land;1729.73;1268.09
ter-000940;164;124;247;land;4528.2;769.31
ter-000941;45;127;84;land;4909.01;305.31
ter-000942;236;89;200;land;3001.75;880.28
ter-000943;170;235;15;land;4174.87;273.83
ter-000944;82;101;131;land;4242.02;53.58
ter-000945;202;129;8;land;4047.54;202.26
ter-000946;135;70;88;land;947.18;537.52
ter-000947;1;103;219;land;3830.14;177.21
ter-000948;165;161;221;land;4260.85;853.83
ter-000949;91;137;210;land;5007.15;569.36
ter-000950;222;82;130;land;3745.0;767.12
ter-000951;212;199;137;land;3579.67;1453.89
ter-000952;134;49;85;land;1797.16;1859.65
ter-000953;214;63;247;land;1492.5;500.02
ter-000954;227;127;95;land;2359.85;42.38
ter-000955;10;52;110;land;4591.25;598.61
ter-000956;115;112;78;land;4440.89;321.01
ter-000957;155;98;173;land;924.36;347.36
ter-000958;91;151;110;land;3211.12;1218.48
ter-000959;72;156;221;land;1611.76;760.54
ter-000960;100;14;222;land;1783.07;1176.69
ter-000961;40;114;220;land;3165.11;1577.64
ter-000962;59;75;153;land;3937.1;791.68
ter-000963;28;69;228;land;5002.41;361.06
ter-000964;69;107;149;land;3278.55;97.99
ter-000965;136;13;83;land;1466.87;43.74
ter-000966;200;84;212;land;3338.06;1220.94
ter-000967;54;121;9;land;3981.15;409.05
ter-000968;103;198;41;land;2175.44;100.72
ter-000969;82;223;206;land;3731.57;755.9
ter-000970;108;242;138;land;617.88;177.79
ter-000971;54;25;93;land;3040.06;1418.14
ter-000972;44;198;109;land;2219.92;126.72
ter-000973;69;107;165;land;5279.62;72.18
ter-000974;160;170;73;land;5300.75;320.63
ter-000975;217;90;80;land;990.42;590.08
ter-000976;47;185;253;land;4008.93;206.34
ter-000977;209;151;206;land;4685.49;746.76
ter-000978;53;147;212;land;3776.8;591.14
ter-000979;218;85;122;land;1289.31;503.48
ter-000980;78;163;29;land;2181.1;81.71
ter-000981;136;120;26;land;5076.65;246.28
ter-000982;169;120;193;land;5300.1;285.29
ter-000983;90;132;223;land;4060.66;382.43
ter-000984;63;49;184;land;4383.3;429.19
ter-000985;169;63;152;land;3148.44;749.33
ter-000986;137;12;227;land;3427.0;1127.79
ter-000987;37;212;91;land;5272.96;1303.52
ter-000988;5;127;250;land;3908.66;643.87
ter-000989;207;127;249;land;4539.5;1213.96
ter-000990;240;30;252;land;690.83;1460.67
ter-000991;128;178;239;land;3255.77;1139.38
ter-000992;5;163;234;land;3933.67;770.18
ter-000993;152;49;145;land;1842.38;1423.56
ter-000994;241;118;44;land;5255.62;346.98
ter-000995;211;24;152;land;4357.67;995.6
ter-000996;193;46;72;land;2639.35;890.92
ter-000997;195;139;72;land;363.88;1143.4
ter-000998;174;179;86;land;1053.57;275.6
ter-000999;208;199;44;land;841.43;252.34
ter-001000;52;133;217;land;4734.75;518.8
ter-001001;231;156;209;land;1956.88;1361.86
ter-001002;154;97;198;land;995.3;84.27
ter-001003;75;48;149;land;5133.87;232.2
ter-001004;186;0;30;land;3727.8;838.72
ter-001005;110;21;245;land;4184.46;410.82
ter-001006;132;86;49;land;3211.52;497.11
ter-001007;13;18;183;land;3537.94;862.0
ter-001008;91;42;123;land;4748.67;1305.67
ter-001009;186;14;155;land;3578.2;914.7
ter-001010;177;24;171;land;4516.46;502.94
ter-001011;73;72;20;land;1558.03;520.68
ter-001012;190;78;34;land;3473.68;965.74
ter-001013;36;203;119;land;1770.19;1392.25
ter-001014;151;111;117;land;1794.91;1293.59
ter-001015;144;92;82;land;4675.0;1508.64
ter-001016;164;58;226;land;3273.29;604.8
ter-001017;252;235;107;land;2425.25;905.88
ter-001018;228;152;32;land;3543.36;1560.81
ter-001019;86;55;20;land;1901.39;1399.23
ter-001020;218;148;209;land;3328.85;601.33
ter-001021;44;95;122;land;1768.17;1542.89
ter-001022;223;0;92;land;4270.34;391.32
ter-001023;67;86;170;land;3043.36;936.68
ter-001024;143;82;224;land;3364.93;937.33
ter-001025;188;210;164;land;1355.36;121.32
ter-001026;158;43;154;land;4510.39;311.14
ter-001027;158;7;9;land;1802.84;454.82
ter-001028;149;208;232;land;3138.56;166.04
ter-001029;142;214;31;land;4452.08;1016.0
ter-001030;94;60;182;land;4276.35;597.9
ter-001031;229;177;223;land;1446.09;954.6
ter-001032;109;224;158;land;1952.04;1394.78
ter-001033;153;212;104;land;4484.22;784.59
ter-001034;155;250;209;land;3293.41;1453.77
ter-001035;50;81;209;land;2983.0;778.32
ter-001036;96;75;0;land;4996.51;1675.27
ter-001037;101;82;245;land;3692.48;422.24
ter-001038;114;83;98;land;3218.93;1044.04
ter-001039;133;222;25;land;4621.91;1675.23
ter-001040;77;212;25;land;1319.9;527.38
ter-001041;225;230;82;land;3173.95;385.49
ter-001042;192;91;1;land;3824.49;95.0
ter-001043;172;42;73;land;882.52;429.23
ter-001044;68;3;204;land;5063.58;1.65
ter-001045;182;217;60;land;1456.09;930.48
ter-001046;5;22;123;land;3329.3;395.14
ter-001047;34;141;210;land;3011.07;522.26
ter-001048;185;186;237;land;1981.5;1216.89
ter-001049;240;66;207;land;1694.65;1334.01
ter-001050;87;127;252;land;3453.9;960.72
ter-001051;24;197;5;land;4196.11;78.0
ter-001052;164;72;66;land;2191.68;1454.12
ter-001053;74;216;142;land;4645.47;226.53
ter-001054;74;6;154;land;1176.88;832.11
ter-001055;117;204;117;land;3179.73;1415.53
ter-001056;171;235;40;land;4595.78;424.76
ter-001057;215;102;77;land;4336.01;1107.12
ter-001058;254;11;105;land;3616.54;769.58
ter-001059;164;115;145;land;3168.56;1274.47
ter-001060;23;252;133;land;3368.5;846.6
ter-001061;249;157;31;land;5115.87;62.45
ter-001062;217;167;173;land;1847.32;1114.94
ter-001063;108;246;88;land;3139.02;689.9
ter-001064;207;66;104;land;1191.3;460.35
ter-001065;236;255;104;land;2001.62;33.01
ter-001066;245;106;192;land;4039.19;51.45
ter-001067;12;235;189;land;3913.73;667.49
ter-001068;20;208;206;land;3328.87;906.05
ter-001069;138;254;110;land;1249.5;509.62
ter-001070;33;57;182;land;1162.94;391.54
ter-001071;184;61;40;land;10.53;2045.0
ter-001072;201;132;151;land;1902.96;1541.83
ter-001073;112;83;242;land;3789.39;688.01
ter-001074;134;255;74;land;3236.33;278.58
ter-001075;229;201;64;land;2201.63;1349.35
ter-001076;120;94;238;land;88.57;1479.71
ter-001077;185;236;210;land;3019.67;1103.88
ter-001078;228;229;222;land;1102.43;736.95
ter-001079;26;241;107;land;4694.16;798.66
ter-001080;155;232;208;land;2805.91;327.38
ter-001081;147;114;254;land;3788.58;466.93
