province_id;R;G;B;province_type;x;y
prv-000610;118;89;240;land;4800.35;71.09
prv-000611;219;183;118;land;4818.38;89.68
prv-000612;175;40;124;land;4872.31;75.48
prv-000613;91;213;219;land;4893.77;77.52
prv-000614;187;19;28;land;4923.37;79.1
prv-000615;217;254;90;land;4967.17;79.7
prv-000616;100;101;238;land;4998.0;81.96
prv-000617;165;4;25;land;5025.81;80.41
prv-000618;43;137;199;land;5060.97;77.99
prv-000619;88;36;144;land;5104.02;77.34
prv-000620;219;235;254;land;5126.12;75.52
prv-000621;73;133;166;land;5166.69;81.69
prv-000622;93;47;75;land;5197.59;84.99
prv-000623;194;11;187;land;5224.58;84.27
prv-000624;68;7;196;land;5258.61;81.48
prv-000625;96;105;120;land;5300.23;82.81
prv-000626;207;116;55;land;5301.16;74.0
prv-000627;225;39;9;land;5434.42;86.9
prv-000628;16;249;240;land;5444.25;85.66
prv-000629;182;226;201;land;5482.31;88.3
prv-000630;88;144;84;land;5527.68;90.01
prv-000631;43;225;137;land;5544.53;91.0
prv-000632;92;20;116;land;5625.28;75.68
prv-000633;161;21;99;land;5.22;87.09
prv-000634;89;237;236;land;281.64;93.01
prv-000635;178;226;79;land;303.4;93.85
prv-000636;50;95;158;land;335.71;87.16
prv-000637;39;99;50;land;373.81;87.44
prv-000638;219;78;107;land;403.92;89.59
prv-000639;225;233;98;land;425.32;90.86
prv-000640;249;146;88;land;479.43;92.33
prv-000641;194;18;125;land;520.89;91.71
prv-000642;60;142;187;land;547.77;89.54
prv-000643;134;5;214;land;582.15;93.97
prv-000644;133;166;175;land;616.78;101.61
prv-000645;32;157;58;land;635.84;95.01
prv-000646;152;109;247;land;653.21;94.71
prv-000647;7;142;224;land;707.42;93.52
prv-000648;19;170;93;land;720.65;95.89
prv-000649;163;179;56;land;779.27;85.93
prv-000650;254;122;156;land;801.66;95.04
prv-000651;228;26;54;land;821.44;88.73
prv-000652;136;175;59;land;846.39;95.74
prv-000653;45;98;187;land;906.91;89.68
prv-000654;79;82;247;land;929.91;93.14
prv-000655;53;115;151;land;943.82;102.02
prv-000656;8;34;168;land;1009.28;83.18
prv-000657;66;217;194;land;1019.38;91.23
prv-000658;119;35;171;land;1044.69;87.62
prv-000659;251;2;121;land;1098.3;92.32
prv-000660;106;105;111;land;1125.07;87.08
prv-000661;4;55;114;land;1154.1;81.82
prv-000662;98;12;105;land;1184.59;87.53
prv-000663;239;3;11;land;1204.63;90.15
prv-000664;163;193;101;land;1239.27;84.82
prv-000665;224;71;9;land;1285.1;91.69
prv-000666;227;195;65;land;1328.14;87.51
prv-000667;140;3;173;land;1358.04;90.76
prv-000668;155;117;195;land;1377.74;93.7
prv-000669;224;17;23;land;1425.92;97.96
prv-000670;83;54;222;land;1431.21;98.71
prv-000671;70;112;154;land;1491.08;88.19
prv-000672;223;156;191;land;1513.86;91.53
prv-000673;226;254;139;land;1542.83;92.56
prv-000674;170;88;185;land;1568.08;87.66
prv-000675;169;47;156;land;1613.72;92.84
prv-000676;5;68;10;land;1655.56;90.22
prv-000677;77;7;210;land;1679.9;93.14
prv-000678;164;126;3;land;1713.29;88.45
prv-000679;167;90;86;land;1731.54;91.8
prv-000680;242;8;64;land;1762.61;91.6
prv-000681;172;124;55;land;1979.71;85.92
prv-000682;201;108;252;land;1985.97;89.1
prv-000683;253;219;75;land;2043.8;91.14
prv-000684;38;159;32;land;2057.66;90.14
prv-000685;229;149;145;land;2086.05;92.34
prv-000686;242;128;239;land;2124.71;96.96
prv-000687;206;32;139;land;2159.05;89.89
prv-000688;10;0;17;land;2212.97;90.63
prv-000689;76;40;131;land;2242.15;95.1
prv-000690;176;240;40;land;2273.43;94.53
prv-000691;72;209;117;land;2304.46;90.84
prv-000692;161;8;201;land;2318.91;90.07
prv-000693;201;234;83;land;2371.29;88.18
prv-000694;233;136;53;land;2389.88;90.17
prv-000695;30;18;35;land;2430.82;90.85
prv-000696;97;140;57;land;2445.42;86.57
prv-000697;193;21;249;land;3086.75;89.0
prv-000698;212;168;22;land;3101.16;96.11
prv-000699;244;184;237;land;3141.92;87.88
prv-000700;60;65;174;land;3170.15;89.97
prv-000701;19;236;180;land;3196.73;91.98
prv-000702;31;31;208;land;3248.35;87.13
prv-000703;248;117;224;land;3277.46;85.57
prv-000704;169;97;93;land;3301.6;87.91
prv-000705;57;119;219;land;3333.02;94.13
prv-000706;212;4;55;land;3361.63;97.06
prv-000707;80;162;196;land;3568.57;95.48
prv-000708;105;116;104;land;3581.86;92.36
prv-000709;209;171;220;land;3736.6;94.4
prv-000710;104;58;164;land;3755.88;88.15
prv-000711;89;132;228;land;3798.73;91.75
prv-000712;31;95;154;land;3824.49;95.0
prv-000713;125;92;161;land;3875.01;90.68
prv-000714;241;142;115;land;3896.64;84.93
prv-000715;95;67;244;land;3917.44;87.86
prv-000716;99;215;148;land;3969.44;89.2
prv-000717;8;142;88;land;3996.04;86.86
prv-000718;191;212;141;land;4031.52;84.14
prv-000719;131;191;34;land;4043.2;92.54
prv-000720;251;55;207;land;4084.77;92.85
prv-000721;153;95;162;land;4106.92;90.36
prv-000722;102;120;44;land;4154.77;95.25
prv-000723;187;67;249;land;4177.3;88.61
prv-000724;75;23;226;land;4219.27;92.07
prv-000725;3;145;27;land;4247.8;85.83
prv-000726;9;85;124;land;4283.62;88.32
prv-000727;21;95;73;land;4313.13;91.08
prv-000728;185;231;123;land;4356.71;84.58
prv-000729;37;168;233;land;4389.19;92.32
prv-000730;128;60;115;land;4410.47;90.93
prv-000731;158;97;84;land;4437.11;88.47
prv-000732;29;169;12;land;4489.36;93.07
prv-000733;210;12;107;land;4512.64;92.98
prv-000734;81;183;78;land;4534.02;87.54
prv-000735;62;95;237;land;4576.61;86.43
prv-000736;78;173;119;land;4614.8;88.89
prv-000737;82;93;103;land;4643.59;92.38
prv-000738;158;168;139;land;4659.46;92.62
prv-000739;241;192;230;land;4708.81;91.57
prv-000740;45;70;87;land;4742.57;86.62
prv-000741;129;53;188;land;4752.11;78.48
prv-000742;115;186;108;land;4797.24;89.39
prv-000743;139;39;38;land;4831.88;94.81
prv-000744;243;142;244;land;4877.13;92.39
prv-000745;189;95;79;land;4894.23;95.37
prv-000746;154;135;203;land;4921.17;90.65
prv-000747;10;164;84;land;4947.39;93.06
prv-000748;148;237;121;land;5010.26;93.18
prv-000749;62;245;162;land;5041.11;88.74
prv-000750;130;180;84;land;5060.39;91.93
prv-000751;242;34;82;land;5081.74;90.29
prv-000752;86;198;157;land;5119.58;88.71
prv-000753;71;42;26;land;5160.73;93.84
prv-000754;111;171;67;land;5211.04;89.54
prv-000755;125;191;190;land;5234.42;90.16
prv-000756;143;68;238;land;5245.04;90.75
prv-000757;255;178;83;land;5278.04;89.74
prv-000758;183;232;32;land;5314.17;94.14
prv-000759;191;36;150;land;5357.7;91.55
prv-000760;59;242;223;land;5387.45;92.2
prv-000761;187;155;83;land;5422.6;93.04
prv-000762;105;55;210;land;5471.47;85.92
prv-000763;228;244;68;land;5496.59;85.51
prv-000764;172;251;125;land;5513.29;91.56
prv-000765;244;157;209;land;5559.18;91.22
prv-000766;222;65;39;land;5582.79;91.96
prv-000767;101;186;207;land;5619.23;101.25
prv-000768;178;239;185;land;5.98;105.44
prv-000769;149;242;3;land;37.95;108.61
prv-000770;214;249;57;land;225.61;103.43
prv-000771;138;121;107;land;234.58;103.55
prv-000772;23;42;31;land;266.08;105.42
prv-000773;216;15;212;land;319.35;104.21
prv-000774;169;62;64;land;344.75;99.93
prv-000775;245;66;129;land;377.16;102.54
prv-000776;171;21;254;land;403.0;106.44
prv-000777;232;156;90;land;443.74;98.82
prv-000778;228;67;146;land;463.6;100.2
prv-000779;185;101;47;land;504.72;98.89
prv-000780;221;92;249;land;535.87;100.97
prv-000781;194;116;157;land;560.87;103.95
prv-000782;32;12;171;land;598.9;97.55
prv-000783;236;61;64;land;641.82;108.44
prv-000784;255;94;53;land;655.37;107.63
prv-000785;190;113;187;land;701.68;103.97
prv-000786;80;255;151;land;733.2;103.85
prv-000787;206;23;92;land;762.17;98.82
prv-000788;142;57;238;land;787.0;98.62
prv-000789;137;23;26;land;823.45;104.73
prv-000790;5;180;202;land;867.49;96.26
prv-000791;18;233;80;land;891.61;100.74
prv-000792;205;149;120;land;920.43;104.51
prv-000793;147;165;56;land;958.8;100.75
prv-000794;249;111;113;land;996.41;103.7
prv-000795;201;162;6;land;1016.32;101.57
prv-000796;55;117;175;land;1056.8;94.52
prv-000797;254;86;90;land;1075.32;102.85
prv-000798;120;80;56;land;1126.29;95.45
prv-000799;117;114;233;land;1153.75;100.25
prv-000800;19;87;145;land;1184.06;105.25
prv-000801;124;20;24;land;1227.12;102.12
prv-000802;99;255;167;land;1252.62;98.58
prv-000803;219;139;255;land;1294.84;107.76
prv-000804;108;216;114;land;1315.88;101.49
prv-000805;70;3;44;land;1364.79;107.01
prv-000806;117;117;198;land;1395.05;105.54
prv-000807;145;179;152;land;1419.23;103.64
prv-000808;216;109;115;land;1436.8;101.05
prv-000809;91;179;18;land;1486.22;108.08
prv-000810;31;102;6;land;1516.14;103.06
prv-000811;31;201;109;land;1540.4;102.48
prv-000812;192;148;163;land;1589.21;104.41
prv-000813;111;70;254;land;1629.29;98.78
prv-000814;61;131;118;land;1652.0;98.0
prv-000815;243;163;114;land;1688.92;103.28
prv-000816;51;181;179;land;1714.95;100.95
prv-000817;184;13;143;land;1743.97;106.25
prv-000818;165;7;60;land;1761.08;108.63
prv-000819;190;70;235;land;1999.38;102.62
prv-000820;169;206;159;land;2030.77;99.59
prv-000821;59;230;45;land;2059.56;104.12
prv-000822;183;126;149;land;2093.32;108.19
prv-000823;3;135;251;land;2111.65;97.79
prv-000824;219;178;220;land;2175.44;100.72
prv-000825;97;49;42;land;2200.69;98.16
prv-000826;229;102;191;land;2229.15;99.94
prv-000827;19;209;250;land;2254.38;97.8
prv-000828;44;12;90;land;2286.48;107.45
prv-000829;204;134;149;land;2330.34;95.65
prv-000830;48;86;166;land;2348.77;95.79
prv-000831;44;159;81;land;2392.69;101.93
prv-000832;177;254;40;land;2416.23;96.73
prv-000833;29;139;199;land;3045.64;107.48
prv-000834;248;102;191;land;3070.67;98.17
prv-000835;176;219;38;land;3108.26;110.11
prv-000836;104;22;109;land;3122.51;95.67
prv-000837;113;168;234;land;3177.59;114.08
prv-000838;50;247;25;land;3186.78;103.95
prv-000839;201;120;207;land;3235.48;100.65
prv-000840;57;246;145;land;3278.55;97.99
prv-000841;220;117;210;land;3307.0;101.91
prv-000842;102;141;138;land;3335.91;103.66
prv-000843;241;247;187;land;3375.55;102.28
prv-000844;100;169;11;land;3391.82;106.66
prv-000845;83;133;46;land;3414.65;108.85
prv-000846;119;208;141;land;3513.23;107.3
prv-000847;57;88;208;land;3524.82;109.1
prv-000848;14;140;193;land;3582.23;98.85
prv-000849;238;158;201;land;3608.23;109.19
prv-000850;107;28;154;land;3640.81;110.94
prv-000851;73;209;138;land;3649.03;101.82
prv-000852;54;164;86;land;3680.89;114.65
prv-000853;38;149;238;land;3730.51;103.71
prv-000854;14;213;9;land;3760.35;106.96
prv-000855;236;252;121;land;3792.5;101.07
prv-000856;106;62;197;land;3820.6;104.06
prv-000857;251;71;249;land;3854.35;105.51
prv-000858;39;237;38;land;3895.57;109.14
prv-000859;4;19;79;land;3911.96;103.55
prv-000860;229;216;125;land;3940.3;102.01
prv-000861;214;223;252;land;3997.6;106.11
prv-000862;222;185;42;land;4005.71;101.19
prv-000863;166;195;117;land;4061.05;98.37
prv-000864;161;69;228;land;4098.39;103.75
prv-000865;22;219;24;land;4125.13;106.88
prv-000866;204;79;114;land;4136.41;103.73
prv-000867;152;126;73;land;4185.86;102.62
prv-000868;98;111;41;land;4227.78;109.68
prv-000869;150;141;63;land;4237.96;94.67
prv-000870;237;19;96;land;4270.53;106.56
prv-000871;2;4;94;land;4299.46;107.97
prv-000872;219;254;230;land;4352.33;106.93
prv-000873;78;237;195;land;4368.5;99.55
prv-000874;151;149;250;land;4417.62;103.67
prv-000875;251;93;230;land;4443.89;102.27
prv-000876;122;114;247;land;4474.31;96.78
prv-000877;239;71;43;land;4498.4;96.88
prv-000878;255;123;23;land;4538.03;101.88
prv-000879;67;129;116;land;4568.32;103.45
prv-000880;192;44;255;land;4612.2;102.02
prv-000881;90;68;240;land;4645.92;107.67
prv-000882;116;163;240;land;4677.77;99.62
prv-000883;231;154;159;land;4694.65;106.53
prv-000884;119;132;90;land;4736.78;101.47
prv-000885;65;238;63;land;4762.68;100.4
prv-000886;253;125;184;land;4788.24;101.37
prv-000887;215;204;69;land;4842.88;97.2
prv-000888;178;100;207;land;4855.66;92.64
prv-000889;100;25;114;land;4907.49;98.33
prv-000890;20;101;8;land;4935.69;97.17
prv-000891;181;218;146;land;4967.27;98.13
prv-000892;168;45;137;land;5013.13;111.64
prv-000893;142;151;144;land;5035.26;105.75
prv-000894;112;20;131;land;5068.45;103.27
prv-000895;135;159;220;land;5090.96;106.18
prv-000896;130;224;81;land;5115.24;99.75
prv-000897;73;167;37;land;5171.15;109.92
prv-000898;39;251;227;land;5202.85;102.71
prv-000899;148;208;144;land;5239.65;108.25
prv-000900;153;1;129;land;5260.45;101.48
prv-000901;165;185;144;land;5292.77;99.22
prv-000902;190;51;210;land;5312.11;106.23
prv-000903;200;32;218;land;5361.48;108.69
prv-000904;244;74;81;land;5384.26;100.59
prv-000905;147;245;146;land;5423.09;103.45
prv-000906;169;241;218;land;5464.22;108.78
prv-000907;119;171;127;land;5498.67;101.48
prv-000908;172;144;33;land;5530.17;104.85
prv-000909;11;171;159;land;5559.3;102.08
prv-000910;219;70;105;land;5575.89;99.75
prv-000911;186;113;61;land;5596.87;103.63
prv-000912;136;253;149;land;17.46;115.18
prv-000913;47;62;89;land;44.16;119.03
prv-000914;217;185;139;land;82.21;119.88
prv-000915;223;45;156;land;224.86;108.66
prv-000916;211;47;168;land;250.53;108.59
prv-000917;234;55;216;land;284.23;110.07
prv-000918;192;67;215;land;320.31;120.47
prv-000919;99;243;40;land;356.83;113.44
prv-000920;139;98;225;land;384.41;114.78
prv-000921;62;68;151;land;421.9;112.29
prv-000922;240;107;21;land;447.25;114.85
prv-000923;193;252;216;land;487.17;119.99
prv-000924;183;226;143;land;515.97;112.4
prv-000925;83;237;18;land;539.22;118.64
prv-000926;182;110;70;land;577.85;111.86
prv-000927;164;212;132;land;599.76;110.74
prv-000928;22;90;1;land;635.3;119.55
prv-000929;76;64;139;land;670.52;107.57
prv-000930;32;84;120;land;703.84;117.71
prv-000931;210;116;239;land;736.67;119.36
prv-000932;53;232;62;land;757.7;118.79
prv-000933;187;16;182;land;792.88;114.1
prv-000934;169;83;173;land;844.07;114.54
prv-000935;243;64;232;land;869.04;112.48
prv-000936;197;79;8;land;899.14;117.67
prv-000937;175;104;24;land;933.85;117.45
prv-000938;58;207;26;land;967.94;113.9
prv-000939;20;244;137;land;979.29;117.74
prv-000940;164;124;247;land;1014.86;119.01
prv-000941;45;127;84;land;1050.87;125.96
prv-000942;236;89;200;land;1090.08;122.06
prv-000943;170;235;15;land;1147.71;110.5
prv-000944;82;101;131;land;1146.18;120.95
prv-000945;202;129;8;land;1180.52;114.96
prv-000946;135;70;88;land;1219.81;120.59
prv-000947;1;103;219;land;1261.23;119.75
prv-000948;165;161;221;land;1286.01;118.52
prv-000949;91;137;210;land;1304.09;117.82
prv-000950;222;82;130;land;1355.36;121.32
prv-000951;212;199;137;land;1388.89;116.3
prv-000952;134;49;85;land;1424.96;116.65
prv-000953;214;63;247;land;1438.96;122.79
prv-000954;227;127;95;land;1497.15;111.88
prv-000955;10;52;110;land;1519.65;114.28
prv-000956;115;112;78;land;1532.39;118.91
prv-000957;155;98;173;land;1584.85;108.95
prv-000958;91;151;110;land;1625.18;113.27
prv-000959;72;156;221;land;1642.63;116.3
prv-000960;100;14;222;land;1690.59;116.61
prv-000961;40;114;220;land;1709.74;112.98
prv-000962;59;75;153;land;1733.01;115.06
prv-000963;28;69;228;land;1765.2;117.72
prv-000964;69;107;149;land;1794.06;119.03
prv-000965;136;13;83;land;1996.29;115.73
prv-000966;200;84;212;land;1987.9;122.03
prv-000967;54;121;9;land;2042.88;117.55
prv-000968;103;198;41;land;2075.7;113.73
prv-000969;82;223;206;land;2112.49;114.53
prv-000970;108;242;138;land;2145.13;115.29
prv-000971;54;25;93;land;2175.93;116.48
prv-000972;44;198;109;land;2194.97;112.32
prv-000973;69;107;165;land;2223.23;112.94
prv-000974;160;170;73;land;2250.88;119.23
prv-000975;217;90;80;land;2306.89;114.31
prv-000976;47;185;253;land;2327.05;109.51
prv-000977;209;151;206;land;2357.4;107.18
prv-000978;53;147;212;land;3018.65;113.46
prv-000979;218;85;122;land;3028.03;110.33
prv-000980;78;163;29;land;3085.58;118.16
prv-000981;136;120;26;land;3127.16;110.94
prv-000982;169;120;193;land;3146.92;107.49
prv-000983;90;132;223;land;3165.91;111.89
prv-000984;63;49;184;land;3217.39;115.15
prv-000985;169;63;152;land;3246.73;116.68
prv-000986;137;12;227;land;3291.96;108.78
prv-000987;37;212;91;land;3292.16;118.99
prv-000988;5;127;250;land;3332.51;117.19
prv-000989;207;127;249;land;3362.26;113.52
prv-000990;240;30;252;land;3411.52;116.93
prv-000991;128;178;239;land;3431.74;119.56
prv-000992;5;163;234;land;3447.09;119.82
prv-000993;152;49;145;land;3511.48;117.32
prv-000994;241;118;44;land;3532.66;114.98
prv-000995;211;24;152;land;3577.06;117.61
prv-000996;193;46;72;land;3605.38;122.79
prv-000997;195;139;72;land;3620.25;121.22
prv-000998;174;179;86;land;3667.52;115.4
prv-000999;208;199;44;land;3695.29;112.81
prv-001000;52;133;217;land;3723.57;116.12
prv-001001;231;156;209;land;3775.5;109.94
prv-001002;154;97;198;land;3792.09;117.89
prv-001003;75;48;149;land;3810.99;117.06
prv-001004;186;0;30;land;3870.69;118.43
prv-001005;110;21;245;land;3883.34;113.65
prv-001006;132;86;49;land;3913.29;116.23
prv-001007;13;18;183;land;3943.38;113.93
prv-001008;91;42;123;land;3990.86;115.49
prv-001009;186;14;155;land;4015.4;121.03
prv-001010;177;24;171;land;4053.11;114.03
prv-001011;73;72;20;land;4082.97;110.03
prv-001012;190;78;34;land;4110.78;111.05
prv-001013;36;203;119;land;4149.62;113.49
prv-001014;151;111;117;land;4176.97;114.35
prv-001015;144;92;82;land;4204.6;114.7
prv-001016;164;58;226;land;4249.21;114.05
prv-001017;252;235;107;land;4286.34;108.14
prv-001018;228;152;32;land;4319.74;112.23
prv-001019;86;55;20;land;4339.11;111.67
prv-001020;218;148;209;land;4375.72;113.57
prv-001021;44;95;122;land;4394.56;118.71
prv-001022;223;0;92;land;4448.74;114.59
prv-001023;67;86;170;land;4480.18;115.07
prv-001024;143;82;224;land;4504.58;111.45
prv-001025;188;210;164;land;4525.29;117.87
prv-001026;158;43;154;land;4589.1;118.65
prv-001027;158;7;9;land;4619.28;113.57
prv-001028;149;208;232;land;4637.99;112.79
prv-001029;142;214;31;land;4670.14;114.62
prv-001030;94;60;182;land;4712.06;109.4
prv-001031;229;177;223;land;4747.55;113.99
prv-001032;109;224;158;land;4777.92;119.77
prv-001033;153;212;104;land;4805.69;115.25
prv-001034;155;250;209;land;4844.1;118.79
prv-001035;50;81;209;land;4871.3;114.76
prv-001036;96;75;0;land;4911.46;114.77
prv-001037;101;82;245;land;4931.14;112.15
prv-001038;114;83;98;land;4971.32;114.98
prv-001039;133;222;25;land;4999.5;111.31
prv-001040;77;212;25;land;5024.15;123.67
prv-001041;225;230;82;land;5065.6;112.01
prv-001042;192;91;1;land;5083.27;120.89
prv-001043;172;42;73;land;5128.16;115.41
prv-001044;68;3;204;land;5147.83;108.26
prv-001045;182;217;60;land;5194.88;116.65
prv-001046;5;22;123;land;5224.58;113.93
prv-001047;34;141;210;land;5269.15;116.63
prv-001048;185;186;237;land;5307.17;120.88
prv-001049;240;66;207;land;5330.25;106.17
prv-001050;87;127;252;land;5344.58;115.63
prv-001051;24;197;5;land;5395.45;110.07
prv-001052;164;72;66;land;5433.53;114.41
prv-001053;74;216;142;land;5446.86;111.15
prv-001054;74;6;154;land;5487.99;114.76
prv-001055;117;204;117;land;5529.67;119.2
prv-001056;171;235;40;land;5547.95;118.96
prv-001057;215;102;77;land;5572.72;114.87
prv-001058;254;11;105;land;5608.5;116.83
prv-001059;164;115;145;land;28.63;133.6
prv-001060;23;252;133;land;58.83;125.75
prv-001061;249;157;31;land;85.0;127.48
prv-001062;217;167;173;land;117.74;134.17
prv-001063;108;246;88;land;130.45;137.59
prv-001064;207;66;104;land;278.45;121.04
prv-001065;236;255;104;land;301.44;122.85
prv-001066;245;106;192;land;350.37;127.78
prv-001067;12;235;189;land;383.76;126.02
prv-001068;20;208;206;land;417.58;131.27
prv-001069;138;254;110;land;433.94;130.89
prv-001070;33;57;182;land;466.75;126.53
prv-001071;184;61;40;land;506.54;125.55
prv-001072;201;132;151;land;524.21;129.9
prv-001073;112;83;242;land;558.94;128.35
prv-001074;134;255;74;land;598.49;125.93
prv-001075;229;201;64;land;625.97;129.3
prv-001076;120;94;238;land;669.68;124.23
prv-001077;185;236;210;land;686.6;122.81
prv-001078;228;229;222;land;719.1;130.24
prv-001079;26;241;107;land;775.87;126.6
prv-001080;155;232;208;land;795.09;124.11
prv-001081;147;114;254;land;834.41;128.32
prv-001082;151;177;3;land;866.45;125.41
prv-001083;133;103;53;land;883.65;126.39
prv-001084;56;215;242;land;913.91;120.53
prv-001085;143;218;125;land;953.9;123.54
prv-001086;185;213;69;land;994.41;122.25
prv-001087;127;124;52;land;1035.16;132.94
prv-001088;24;145;83;land;1070.9;129.5
prv-001089;46;24;225;land;1104.17;126.8
prv-001090;73;173;122;land;1118.48;130.24
prv-001091;154;19;101;land;1150.12;129.0
prv-001092;248;5;181;land;1176.12;130.57
prv-001093;221;191;27;land;1235.52;131.91
prv-001094;182;187;241;land;1257.35;130.05
prv-001095;7;117;111;land;1287.01;127.21
prv-001096;140;246;186;land;1306.31;133.29
prv-001097;20;118;166;land;1337.4;121.52
prv-001098;129;132;169;land;1376.94;125.95
prv-001099;55;14;207;land;1404.45;128.16
prv-001100;119;49;240;land;1450.52;125.48
prv-001101;55;227;147;land;1475.65;123.92
prv-001102;97;139;224;land;1511.44;124.33
prv-001103;108;58;33;land;1542.08;124.99
prv-001104;231;18;1;land;1619.32;122.87
prv-001105;246;167;238;land;1631.81;120.87
prv-001106;75;200;235;land;1685.6;131.88
prv-001107;196;187;123;land;1715.93;126.79
prv-001108;221;110;0;land;1745.51;128.3
