region_type,region_id,parent_id,color,local_x,local_y,global_x,global_y,bbox_local,bbox,density_multiplier
land,ter-000063-prv-000006,ter-000063,#3745de,107.71,151.21,1325.71,375.21,"[67, 108, 153, 194]","[1285, 332, 1371, 418]",0.25
land,ter-000064-prv-000001,ter-000064,#3227b9,171.58,158.5,1024.58,235.5,"[115, 123, 242, 189]","[968, 200, 1095, 266]",0.25
land,ter-000064-prv-000002,ter-000064,#b07887,214.36,86.97,1067.36,163.97,"[170, 32, 243, 146]","[1023, 109, 1096, 223]",0.25
land,ter-000064-prv-000003,ter-000064,#9c4dd1,94.46,119.47,947.46,196.47,"[39, 66, 157, 180]","[892, 143, 1010, 257]",0.25
land,ter-000064-prv-000004,ter-000064,#cca46a,150.94,62.99,1003.94,139.99,"[106, 16, 201, 130]","[959, 93, 1054, 207]",0.25
land,ter-000064-prv-000005,ter-000064,#728c2d,56.92,32.64,909.92,109.64,"[0, 0, 116, 90]","[853, 77, 969, 167]",0.25
land,ter-000065-prv-000001,ter-000065,#b6e240,147.84,107.5,869.84,193.5,"[107, 63, 194, 142]","[829, 149, 916, 228]",0.25
land,ter-000065-prv-000002,ter-000065,#a279d5,154.12,175.79,876.12,261.79,"[99, 133, 207, 234]","[821, 219, 929, 320]",0.25
land,ter-000065-prv-000003,ter-000065,#932235,82.34,121.81,804.34,207.81,"[35, 71, 121, 171]","[757, 157, 843, 257]",0.25
land,ter-000065-prv-000004,ter-000065,#259e39,49.8,173.68,771.8,259.68,"[0, 129, 100, 219]","[722, 215, 822, 305]",0.25
land,ter-000065-prv-000005,ter-000065,#4aaf9e,104.38,237.89,826.38,323.89,"[52, 181, 163, 296]","[774, 267, 885, 382]",0.25
land,ter-000065-prv-000006,ter-000065,#6f992b,118.85,49.06,840.85,135.06,"[75, 0, 161, 88]","[797, 86, 883, 174]",0.25
land,ter-000066-prv-000001,ter-000066,#ae4e19,31.39,46.44,639.39,117.44,"[0, 12, 69, 79]","[608, 83, 677, 150]",0.25
land,ter-000066-prv-000002,ter-000066,#3f74ba,100.0,55.1,708.0,126.1,"[62, 11, 141, 97]","[670, 82, 749, 168]",0.25
land,ter-000066-prv-000003,ter-000066,#4da981,157.13,83.0,765.13,154.0,"[121, 42, 203, 132]","[729, 113, 811, 203]",0.25
land,ter-000066-prv-000004,ter-000066,#8be95a,31.99,118.11,639.99,189.11,"[0, 78, 74, 171]","[608, 149, 682, 242]",0.25
land,ter-000066-prv-000005,ter-000066,#316f2b,184.55,29.46,792.55,100.46,"[131, 0, 236, 64]","[739, 71, 844, 135]",0.25
land,ter-000066-prv-000006,ter-000066,#444953,100.4,138.87,708.4,209.87,"[47, 97, 154, 187]","[655, 168, 762, 258]",0.25
land,ter-000068-prv-000001,ter-000068,#92c63f,91.81,138.18,1186.81,237.18,"[26, 91, 137, 185]","[1121, 190, 1232, 284]",0.25
land,ter-000068-prv-000002,ter-000068,#232fee,50.29,89.57,1145.29,188.57,"[0, 42, 109, 135]","[1095, 141, 1204, 234]",0.25
land,ter-000068-prv-000003,ter-000068,#2a8bbe,136.52,48.67,1231.52,147.67,"[91, 8, 190, 93]","[1186, 107, 1285, 192]",0.25
land,ter-000068-prv-000004,ter-000068,#09cb7a,155.3,117.2,1250.3,216.2,"[114, 75, 193, 173]","[1209, 174, 1288, 272]",0.25
land,ter-000068-prv-000005,ter-000068,#60177d,42.62,34.74,1137.62,133.74,"[1, 0, 93, 79]","[1096, 99, 1188, 178]",0.25
ocean,ter-000070-prv-000001,ter-000070,#231ab2,12.68,5.63,3584.68,90.63,"[0, 0, 29, 13]","[3572, 85, 3601, 98]",0.41875
land,ter-000069-prv-000001,ter-000069,#2f4cb2,226.1,64.54,1497.1,110.54,"[175, 32, 273, 101]","[1446, 78, 1544, 147]",0.25
land,ter-000069-prv-000002,ter-000069,#a7a053,102.74,109.09,1373.74,155.09,"[17, 38, 183, 184]","[1288, 84, 1454, 230]",0.25
land,ter-000069-prv-000003,ter-000069,#025a24,48.0,130.0,1319.0,176.0,"[48, 130, 49, 131]","[1319, 176, 1320, 177]",0.25
land,ter-000069-prv-000004,ter-000069,#d83ba9,48.01,69.21,1319.01,115.21,"[0, 0, 113, 159]","[1271, 46, 1384, 205]",0.25
land,ter-000071-prv-000001,ter-000071,#78e014,12.37,7.75,4026.37,98.75,"[0, 0, 24, 20]","[4014, 91, 4038, 111]",0.7
land,ter-000072-prv-000001,ter-000072,#de0da2,35.73,22.13,3378.73,249.13,"[11, 0, 55, 49]","[3354, 227, 3398, 276]",1.0
land,ter-000072-prv-000002,ter-000072,#436909,66.21,28.48,3409.21,255.48,"[50, 7, 85, 49]","[3393, 234, 3428, 276]",1.0
land,ter-000072-prv-000003,ter-000072,#e0c2c8,40.47,74.31,3383.47,301.31,"[16, 49, 65, 96]","[3359, 276, 3408, 323]",1.0
land,ter-000072-prv-000004,ter-000072,#e83dde,72.31,65.52,3415.31,292.52,"[51, 44, 90, 91]","[3394, 271, 3433, 318]",1.0
land,ter-000072-prv-000005,ter-000072,#426299,17.79,47.69,3360.79,274.69,"[0, 23, 42, 73]","[3343, 250, 3385, 300]",1.0
land,ter-000073-prv-000001,ter-000073,#6dfa28,19.71,36.5,3444.71,336.5,"[0, 13, 43, 60]","[3425, 313, 3468, 360]",1.0
land,ter-000073-prv-000002,ter-000073,#4090be,34.05,73.49,3459.05,373.49,"[13, 53, 60, 91]","[3438, 353, 3485, 391]",1.0
land,ter-000073-prv-000003,ter-000073,#a859ec,71.66,18.17,3496.66,318.17,"[52, 1, 97, 43]","[3477, 301, 3522, 343]",1.0
land,ter-000073-prv-000004,ter-000073,#7cf0ab,54.91,50.28,3479.91,350.28,"[34, 29, 77, 77]","[3459, 329, 3502, 377]",1.0
land,ter-000073-prv-000005,ter-000073,#39dcfe,31.83,12.97,3456.83,312.97,"[2, 0, 54, 33]","[3427, 300, 3479, 333]",1.0
land,ter-000074-prv-000001,ter-000074,#990fbd,66.63,42.14,3512.63,428.14,"[42, 18, 92, 70]","[3488, 404, 3538, 456]",1.0
land,ter-000074-prv-000002,ter-000074,#e58bb5,41.85,74.34,3487.85,460.34,"[21, 48, 68, 110]","[3467, 434, 3514, 496]",1.0
land,ter-000074-prv-000003,ter-000074,#81edde,20.95,31.45,3466.95,417.45,"[0, 5, 43, 61]","[3446, 391, 3489, 447]",1.0
land,ter-000074-prv-000004,ter-000074,#d29b4a,40.6,17.6,3486.6,403.6,"[15, 0, 67, 41]","[3461, 386, 3513, 427]",1.0
land,ter-000075-prv-000001,ter-000075,#d0ee6c,36.87,52.41,3383.87,205.41,"[10, 27, 66, 77]","[3357, 180, 3413, 230]",1.0
land,ter-000075-prv-000002,ter-000075,#a86222,93.82,50.91,3440.82,203.91,"[68, 27, 116, 77]","[3415, 180, 3463, 230]",1.0
land,ter-000075-prv-000003,ter-000075,#559f2f,63.46,68.87,3410.46,221.87,"[35, 44, 87, 87]","[3382, 197, 3434, 240]",1.0
land,ter-000075-prv-000004,ter-000075,#99d5b4,76.8,20.34,3423.8,173.34,"[41, 0, 109, 44]","[3388, 153, 3456, 197]",1.0
land,ter-000075-prv-000005,ter-000075,#566a20,24.52,30.27,3371.52,183.27,"[0, 13, 54, 52]","[3347, 166, 3401, 205]",1.0
land,ter-000076-prv-000001,ter-000076,#1e948a,64.5,65.46,3545.5,365.46,"[46, 38, 84, 92]","[3527, 338, 3565, 392]",1.0
land,ter-000076-prv-000002,ter-000076,#0e3670,44.88,95.11,3525.88,395.11,"[10, 73, 72, 119]","[3491, 373, 3553, 419]",1.0
land,ter-000076-prv-000003,ter-000076,#498e8f,25.66,64.68,3506.66,364.68,"[0, 38, 48, 90]","[3481, 338, 3529, 390]",1.0
land,ter-000076-prv-000004,ter-000076,#c0df92,46.24,29.52,3527.24,329.52,"[27, 0, 71, 51]","[3508, 300, 3552, 351]",1.0
land,ter-000077-prv-000001,ter-000077,#dde92c,79.35,53.63,3430.35,371.63,"[62, 27, 97, 80]","[3413, 345, 3448, 398]",1.0
land,ter-000077-prv-000002,ter-000077,#8c8202,53.94,57.42,3404.94,375.42,"[30, 39, 77, 76]","[3381, 357, 3428, 394]",1.0
land,ter-000077-prv-000003,ter-000077,#b104ef,24.62,36.31,3375.62,354.31,"[0, 5, 50, 67]","[3351, 323, 3401, 385]",1.0
land,ter-000077-prv-000004,ter-000077,#d00cd8,57.75,17.11,3408.75,335.11,"[31, 0, 82, 39]","[3382, 318, 3433, 357]",1.0
land,ter-000078-prv-000001,ter-000078,#c445e0,64.27,79.62,3457.27,474.62,"[37, 53, 93, 103]","[3430, 448, 3486, 498]",1.0
land,ter-000078-prv-000002,ter-000078,#b0da13,29.44,65.22,3422.44,460.22,"[0, 42, 53, 90]","[3393, 437, 3446, 485]",1.0
land,ter-000078-prv-000003,ter-000078,#92d2a8,51.03,33.94,3444.03,428.94,"[22, 0, 74, 57]","[3415, 395, 3467, 452]",1.0
land,ter-000079-prv-000001,ter-000079,#96d7bf,27.22,25.98,3451.22,235.98,"[0, 0, 51, 49]","[3424, 210, 3475, 259]",1.0
land,ter-000079-prv-000002,ter-000079,#841b5a,58.39,39.35,3482.39,249.35,"[37, 13, 81, 63]","[3461, 223, 3505, 273]",1.0
land,ter-000079-prv-000003,ter-000079,#4daa48,40.56,73.88,3464.56,283.88,"[17, 50, 60, 91]","[3441, 260, 3484, 301]",1.0
land,ter-000079-prv-000004,ter-000079,#2061df,16.11,60.17,3440.11,270.17,"[2, 37, 37, 91]","[3426, 247, 3461, 301]",1.0
land,ter-000079-prv-000005,ter-000079,#5c0beb,77.65,76.12,3501.65,286.12,"[58, 51, 102, 93]","[3482, 261, 3526, 303]",1.0
land,ter-000080-prv-000001,ter-000080,#e79dba,40.68,31.44,3285.68,222.44,"[14, 3, 65, 53]","[3259, 194, 3310, 244]",1.0
land,ter-000080-prv-000002,ter-000080,#c6474e,55.42,71.08,3300.42,262.08,"[34, 46, 78, 95]","[3279, 237, 3323, 286]",1.0
land,ter-000080-prv-000003,ter-000080,#794b29,88.44,59.9,3333.44,250.9,"[65, 39, 117, 89]","[3310, 230, 3362, 280]",1.0
land,ter-000080-prv-000004,ter-000080,#3564e2,26.13,89.76,3271.13,280.76,"[4, 73, 51, 106]","[3249, 264, 3296, 297]",1.0
land,ter-000080-prv-000005,ter-000080,#72e73b,91.76,19.92,3336.76,210.92,"[62, 0, 121, 45]","[3307, 191, 3366, 236]",1.0
land,ter-000080-prv-000006,ter-000080,#8b12ca,18.61,62.64,3263.61,253.64,"[0, 43, 37, 84]","[3245, 234, 3282, 275]",1.0
land,ter-000081-prv-000001,ter-000081,#554afa,76.68,29.9,3348.68,306.9,"[57, 0, 102, 52]","[3329, 277, 3374, 329]",1.0
land,ter-000081-prv-000002,ter-000081,#abec52,49.03,49.56,3321.03,326.56,"[28, 31, 69, 80]","[3300, 308, 3341, 357]",1.0
land,ter-000081-prv-000003,ter-000081,#f235f0,39.23,18.11,3311.23,295.11,"[0, 1, 68, 39]","[3272, 278, 3340, 316]",1.0
land,ter-000081-prv-000004,ter-000081,#43a21d,72.26,64.16,3344.26,341.16,"[41, 47, 96, 83]","[3313, 324, 3368, 360]",1.0
land,ter-000082-prv-000001,ter-000082,#58f270,80.9,75.51,3342.9,154.51,"[59, 54, 107, 101]","[3321, 133, 3369, 180]",1.0
land,ter-000082-prv-000002,ter-000082,#27481a,76.68,29.21,3338.68,108.21,"[54, 4, 99, 55]","[3316, 83, 3361, 134]",1.0
land,ter-000082-prv-000003,ter-000082,#f174a6,39.82,80.73,3301.82,159.73,"[18, 65, 61, 104]","[3280, 144, 3323, 183]",1.0
land,ter-000082-prv-000004,ter-000082,#d64952,33.43,18.09,3295.43,97.09,"[0, 0, 63, 35]","[3262, 79, 3325, 114]",1.0
land,ter-000082-prv-000005,ter-000082,#38cec3,118.54,33.15,3380.54,112.15,"[97, 10, 144, 57]","[3359, 89, 3406, 136]",1.0
land,ter-000082-prv-000006,ter-000082,#0353d2,66.22,101.0,3328.22,180.0,"[42, 83, 94, 114]","[3304, 162, 3356, 193]",1.0
land,ter-000082-prv-000007,ter-000082,#f40103,38.5,49.62,3300.5,128.62,"[10, 33, 65, 66]","[3272, 112, 3327, 145]",1.0
land,ter-000082-prv-000008,ter-000082,#d33526,165.25,41.91,3427.25,120.91,"[138, 19, 202, 60]","[3400, 98, 3464, 139]",1.0
land,ter-000083-prv-000001,ter-000083,#2886f7,32.26,67.6,3518.26,484.6,"[0, 41, 66, 91]","[3486, 458, 3552, 508]",1.0
land,ter-000083-prv-000002,ter-000083,#c961bb,66.44,89.76,3552.44,506.76,"[45, 63, 90, 112]","[3531, 480, 3576, 529]",1.0
land,ter-000083-prv-000003,ter-000083,#8663bd,52.99,31.99,3538.99,448.99,"[28, 2, 73, 58]","[3514, 419, 3559, 475]",1.0
land,ter-000083-prv-000004,ter-000083,#d1d1ce,78.59,23.06,3564.59,440.06,"[61, 0, 99, 45]","[3547, 417, 3585, 462]",1.0
land,ter-000084-prv-000001,ter-000084,#0f8060,64.25,38.13,64.25,132.13,"[0, 0, 151, 73]","[0, 94, 151, 167]",0.25
land,ter-000085-prv-000001,ter-000085,#176df9,58.73,42.86,3089.73,142.86,"[48, 29, 68, 60]","[3079, 129, 3099, 160]",2.2283464566929134
land,ter-000085-prv-000002,ter-000085,#44df3a,52.46,17.19,3083.46,117.19,"[39, 0, 65, 32]","[3070, 100, 3096, 132]",2.2283464566929134
land,ter-000085-prv-000003,ter-000085,#0bbd6a,37.81,36.96,3068.81,136.96,"[21, 24, 52, 51]","[3052, 124, 3083, 151]",2.2283464566929134
land,ter-000085-prv-000004,ter-000085,#772c0c,47.25,57.99,3078.25,157.99,"[34, 46, 68, 69]","[3065, 146, 3099, 169]",2.2283464566929134
land,ter-000085-prv-000005,ter-000085,#09a1d0,19.72,56.31,3050.72,156.31,"[0, 37, 35, 73]","[3031, 137, 3066, 173]",2.2283464566929134
land,ter-000086-prv-000001,ter-000086,#fd5730,39.56,35.76,3044.56,200.76,"[24, 20, 56, 47]","[3029, 185, 3061, 212]",2.2283464566929134
land,ter-000086-prv-000002,ter-000086,#b91f06,11.89,27.02,3016.89,192.02,"[0, 6, 28, 45]","[3005, 171, 3033, 210]",2.2283464566929134
land,ter-000086-prv-000003,ter-000086,#3d8319,39.68,56.18,3044.68,221.18,"[29, 47, 57, 74]","[3034, 212, 3062, 239]",2.2283464566929134
land,ter-000086-prv-000004,ter-000086,#372a04,18.14,58.02,3023.14,223.02,"[2, 42, 32, 74]","[3007, 207, 3037, 239]",2.2283464566929134
land,ter-000086-prv-000005,ter-000086,#1992c9,30.41,14.03,3035.41,179.03,"[13, 0, 48, 29]","[3018, 165, 3053, 194]",2.2283464566929134
land,ter-000087-prv-000001,ter-000087,#477f8b,36.34,16.57,3126.34,116.57,"[26, 2, 51, 31]","[3116, 102, 3141, 131]",2.2283464566929134
land,ter-000087-prv-000002,ter-000087,#f9195d,44.84,41.12,3134.84,141.12,"[31, 26, 62, 53]","[3121, 126, 3152, 153]",2.2283464566929134
land,ter-000087-prv-000003,ter-000087,#997e3b,23.54,59.94,3113.54,159.94,"[9, 47, 37, 80]","[3099, 147, 3127, 180]",2.2283464566929134
land,ter-000087-prv-000004,ter-000087,#956e52,45.77,63.78,3135.77,163.78,"[31, 52, 63, 80]","[3121, 152, 3153, 180]",2.2283464566929134
land,ter-000087-prv-000005,ter-000087,#d1ad4a,18.68,35.57,3108.68,135.57,"[6, 23, 34, 50]","[3096, 123, 3124, 150]",2.2283464566929134
land,ter-000087-prv-000006,ter-000087,#08c0de,15.55,12.06,3105.55,112.06,"[0, 0, 30, 25]","[3090, 100, 3120, 125]",2.2283464566929134
land,ter-000088-prv-000001,ter-000088,#e034a2,30.61,37.39,3020.61,272.39,"[12, 23, 49, 51]","[3002, 258, 3039, 286]",2.2283464566929134
land,ter-000088-prv-000002,ter-000088,#38b769,17.35,15.97,3007.35,250.97,"[0, 0, 31, 36]","[2990, 235, 3021, 271]",2.2283464566929134
land,ter-000088-prv-000003,ter-000088,#889536,58.42,45.26,3048.42,280.26,"[44, 26, 75, 61]","[3034, 261, 3065, 296]",2.2283464566929134
land,ter-000088-prv-000004,ter-000088,#b7244e,43.01,16.53,3033.01,251.53,"[31, 1, 60, 32]","[3021, 236, 3050, 267]",2.2283464566929134
land,ter-000088-prv-000005,ter-000088,#6dee30,37.97,59.46,3027.97,294.46,"[22, 47, 55, 72]","[3012, 282, 3045, 307]",2.2283464566929134
land,ter-000089-prv-000001,ter-000089,#436819,27.07,12.24,3066.07,228.24,"[8, 0, 43, 27]","[3047, 216, 3082, 243]",2.2283464566929134
land,ter-000089-prv-000002,ter-000089,#6a9dc3,33.22,35.95,3072.22,251.95,"[20, 23, 50, 50]","[3059, 239, 3089, 266]",2.2283464566929134
land,ter-000089-prv-000003,ter-000089,#f4b849,53.98,20.27,3092.98,236.27,"[39, 4, 74, 36]","[3078, 220, 3113, 252]",2.2283464566929134
land,ter-000089-prv-000004,ter-000089,#54718e,26.28,58.0,3065.28,274.0,"[13, 45, 38, 78]","[3052, 261, 3077, 294]",2.2283464566929134
land,ter-000089-prv-000005,ter-000089,#8e3f5d,12.58,30.05,3051.58,246.05,"[0, 15, 25, 49]","[3039, 231, 3064, 265]",2.2283464566929134
land,ter-000090-prv-000001,ter-000090,#da12b4,49.64,13.12,3098.64,176.12,"[35, 0, 70, 30]","[3084, 163, 3119, 193]",2.2283464566929134
land,ter-000090-prv-000002,ter-000090,#a39ecc,30.58,28.47,3079.58,191.47,"[11, 15, 48, 42]","[3060, 178, 3097, 205]",2.2283464566929134
land,ter-000090-prv-000003,ter-000090,#af8d16,16.78,14.91,3065.78,177.91,"[0, 2, 35, 32]","[3049, 165, 3084, 195]",2.2283464566929134
land,ter-000090-prv-000004,ter-000090,#385fb1,22.38,44.19,3071.38,207.19,"[7, 31, 39, 57]","[3056, 194, 3088, 220]",2.2283464566929134
land,ter-000091-prv-000001,ter-000091,#ba54d5,24.28,41.43,3154.28,133.43,"[10, 26, 36, 62]","[3140, 118, 3166, 154]",2.2283464566929134
land,ter-000091-prv-000002,ter-000091,#78a156,38.73,20.45,3168.73,112.45,"[26, 8, 55, 34]","[3156, 100, 3185, 126]",2.2283464566929134
land,ter-000091-prv-000003,ter-000091,#80752e,47.61,40.71,3177.61,132.71,"[36, 26, 63, 54]","[3166, 118, 3193, 146]",2.2283464566929134
land,ter-000091-prv-000004,ter-000091,#50ccd5,13.99,14.45,3143.99,106.45,"[0, 0, 29, 31]","[3130, 92, 3159, 123]",2.2283464566929134
ocean,ter-000092-prv-000001,ter-000092,#330b9f,21.78,6.39,1137.78,100.39,"[0, 0, 46, 15]","[1116, 94, 1162, 109]",0.48320312499999996
land,ter-000093-prv-000001,ter-000093,#0ac35a,17.33,7.8,1623.33,111.8,"[0, 0, 35, 17]","[1606, 104, 1641, 121]",0.25
land,ter-000094-prv-000001,ter-000094,#89dd87,121.03,106.0,3673.03,333.0,"[84, 62, 165, 155]","[3636, 289, 3717, 382]",0.25
land,ter-000094-prv-000002,ter-000094,#a64848,166.38,37.63,3718.38,264.63,"[133, 0, 213, 83]","[3685, 227, 3765, 310]",0.25
land,ter-000094-prv-000003,ter-000094,#341f35,180.8,124.6,3732.8,351.6,"[135, 83, 229, 156]","[3687, 310, 3781, 383]",0.25
land,ter-000094-prv-000004,ter-000094,#feda27,214.59,76.27,3766.59,303.27,"[168, 32, 255, 117]","[3720, 259, 3807, 344]",0.25
land,ter-000094-prv-000005,ter-000094,#6660f9,94.39,45.56,3646.39,272.56,"[45, 8, 135, 84]","[3597, 235, 3687, 311]",0.25
land,ter-000094-prv-000006,ter-000094,#40a72b,42.94,107.13,3594.94,334.13,"[0, 50, 86, 166]","[3552, 277, 3638, 393]",0.25
land,ter-000095-prv-000001,ter-000095,#0afc88,173.03,97.4,3972.03,238.4,"[132, 48, 201, 142]","[3931, 189, 4000, 283]",0.25
land,ter-000095-prv-000002,ter-000095,#864e3a,118.86,61.42,3917.86,202.42,"[64, 0, 171, 120]","[3863, 141, 3970, 261]",0.25
land,ter-000095-prv-000003,ter-000095,#1c449f,154.31,156.28,3953.31,297.28,"[102, 117, 197, 195]","[3901, 258, 3996, 336]",0.25
land,ter-000095-prv-000004,ter-000095,#498bb2,76.64,120.05,3875.64,261.05,"[28, 65, 124, 172]","[3827, 206, 3923, 313]",0.25
land,ter-000095-prv-000005,ter-000095,#3c4ae4,32.87,152.57,3831.87,293.57,"[0, 108, 78, 185]","[3799, 249, 3877, 326]",0.25
land,ter-000096-prv-000001,ter-000096,#a72c74,117.43,166.65,4113.43,325.65,"[74, 123, 179, 219]","[4070, 282, 4175, 378]",0.25
land,ter-000096-prv-000002,ter-000096,#829ccd,141.22,114.11,4137.22,273.11,"[93, 74, 174, 161]","[4089, 233, 4170, 320]",0.25
land,ter-000096-prv-000003,ter-000096,#623b38,128.05,41.15,4124.05,200.15,"[81, 0, 165, 82]","[4077, 159, 4161, 241]",0.25
land,ter-000096-prv-000004,ter-000096,#96dbdc,76.06,74.22,4072.06,233.22,"[36, 23, 118, 124]","[4032, 182, 4114, 283]",0.25
land,ter-000096-prv-000005,ter-000096,#051dda,50.15,156.42,4046.15,315.42,"[0, 116, 89, 219]","[3996, 275, 4085, 378]",0.25
land,ter-000096-prv-000006,ter-000096,#cb7ca7,25.51,91.08,4021.51,250.08,"[0, 42, 60, 139]","[3996, 201, 4056, 298]",0.25
land,ter-000097-prv-000001,ter-000097,#83e2e5,148.78,113.16,4304.78,274.16,"[106, 74, 189, 155]","[4262, 235, 4345, 316]",0.25
land,ter-000097-prv-000002,ter-000097,#8b6f0a,83.4,45.5,4239.4,206.5,"[40, 8, 119, 87]","[4196, 169, 4275, 248]",0.25
land,ter-000097-prv-000003,ter-000097,#08e142,78.39,121.44,4234.39,282.44,"[35, 84, 116, 165]","[4191, 245, 4272, 326]",0.25
land,ter-000097-prv-000004,ter-000097,#9132a8,147.91,39.6,4303.91,200.6,"[111, 0, 183, 75]","[4267, 161, 4339, 236]",0.25
land,ter-000097-prv-000005,ter-000097,#212588,28.38,59.81,4184.38,220.81,"[0, 12, 64, 109]","[4156, 173, 4220, 270]",0.25
land,ter-000097-prv-000006,ter-000097,#57a609,34.65,146.4,4190.65,307.4,"[14, 106, 70, 181]","[4170, 267, 4226, 342]",0.25
land,ter-000098-prv-000001,ter-000098,#c7c6fe,92.87,31.7,4427.87,175.7,"[46, 0, 139, 71]","[4381, 144, 4474, 215]",0.25
land,ter-000098-prv-000002,ter-000098,#3e220a,102.84,100.0,4437.84,244.0,"[57, 66, 159, 139]","[4392, 210, 4494, 283]",0.25
land,ter-000098-prv-000003,ter-000098,#5aa48c,45.68,138.61,4380.68,282.61,"[10, 98, 88, 179]","[4345, 242, 4423, 323]",0.25
land,ter-000098-prv-000004,ter-000098,#21a01b,31.67,57.4,4366.67,201.4,"[0, 8, 74, 105]","[4335, 152, 4409, 249]",0.25
land,ter-000098-prv-000005,ter-000098,#7aaf98,151.6,52.98,4486.6,196.98,"[116, 0, 189, 109]","[4451, 144, 4524, 253]",0.25
land,ter-000098-prv-000006,ter-000098,#87e322,122.65,150.21,4457.65,294.21,"[84, 109, 165, 187]","[4419, 253, 4500, 331]",0.25
land,ter-000099-prv-000001,ter-000099,#6fb212,122.33,135.45,4713.33,263.45,"[97, 94, 148, 177]","[4688, 222, 4739, 305]",0.25
land,ter-000099-prv-000002,ter-000099,#baa30b,111.15,59.38,4702.15,187.38,"[70, 7, 152, 105]","[4661, 135, 4743, 233]",0.25
land,ter-000099-prv-000003,ter-000099,#94ff66,45.4,54.38,4636.4,182.38,"[0, 0, 87, 105]","[4591, 128, 4678, 233]",0.25
land,ter-000099-prv-000004,ter-000099,#93fde2,70.95,133.04,4661.95,261.04,"[29, 92, 100, 183]","[4620, 220, 4691, 311]",0.25
land,ter-000100-prv-000001,ter-000100,#00a90c,52.74,112.18,4847.74,135.18,"[0, 83, 99, 160]","[4795, 106, 4894, 183]",0.25
land,ter-000100-prv-000002,ter-000100,#cde298,124.94,79.86,4919.94,102.86,"[85, 29, 160, 126]","[4880, 52, 4955, 149]",0.25
land,ter-000100-prv-000003,ter-000100,#93d7ec,47.12,50.53,4842.12,73.53,"[0, 0, 109, 83]","[4795, 23, 4904, 106]",0.25
land,ter-000100-prv-000004,ter-000100,#14826a,129.11,157.49,4924.11,180.49,"[77, 124, 163, 206]","[4872, 147, 4958, 229]",0.25
land,ter-000101-prv-000001,ter-000101,#ea2279,124.65,29.31,4240.65,29.31,"[74, 0, 180, 70]","[4190, 0, 4296, 70]",0.25
land,ter-000101-prv-000002,ter-000101,#12abb6,133.89,106.4,4249.89,106.4,"[94, 68, 177, 169]","[4210, 68, 4293, 169]",0.25
land,ter-000101-prv-000003,ter-000101,#e10fc2,48.91,55.16,4164.91,55.16,"[0, 0, 99, 102]","[4116, 0, 4215, 102]",0.25
land,ter-000101-prv-000004,ter-000101,#c0825e,183.16,54.97,4299.16,54.97,"[143, 0, 215, 101]","[4259, 0, 4331, 101]",0.25
land,ter-000101-prv-000005,ter-000101,#9fe02b,90.87,134.53,4206.87,134.53,"[55, 82, 134, 173]","[4171, 82, 4250, 173]",0.25
land,ter-000101-prv-000006,ter-000101,#c47e64,183.25,138.21,4299.25,138.21,"[137, 101, 218, 169]","[4253, 101, 4334, 169]",0.25
land,ter-000101-prv-000007,ter-000101,#d4f5da,39.6,136.24,4155.6,136.24,"[10, 97, 72, 179]","[4126, 97, 4188, 179]",0.25
land,ter-000102-prv-000001,ter-000102,#c0566a,87.96,79.15,3997.96,99.15,"[46, 13, 134, 131]","[3956, 33, 4044, 151]",0.25
land,ter-000102-prv-000002,ter-000102,#4d125b,179.09,112.42,4089.09,132.42,"[126, 61, 223, 165]","[4036, 81, 4133, 185]",0.25
land,ter-000102-prv-000003,ter-000102,#84cb0f,99.34,150.6,4009.34,170.6,"[37, 111, 159, 194]","[3947, 131, 4069, 214]",0.25
land,ter-000102-prv-000004,ter-000102,#1a8b19,160.52,44.05,4070.52,64.05,"[96, 0, 213, 90]","[4006, 20, 4123, 110]",0.25
land,ter-000102-prv-000005,ter-000102,#5ca0d0,27.24,97.64,3937.24,117.64,"[0, 38, 58, 155]","[3910, 58, 3968, 175]",0.25
land,ter-000103-prv-000001,ter-000103,#a4eed8,123.1,100.24,4608.1,115.24,"[79, 63, 166, 154]","[4564, 78, 4651, 169]",0.25
land,ter-000103-prv-000002,ter-000103,#67d25d,69.56,144.36,4554.56,159.36,"[13, 105, 122, 171]","[4498, 120, 4607, 186]",0.25
land,ter-000103-prv-000003,ter-000103,#c79933,35.06,95.09,4520.06,110.09,"[0, 51, 81, 142]","[4485, 66, 4566, 157]",0.25
land,ter-000103-prv-000004,ter-000103,#b645ec,57.4,35.27,4542.4,50.27,"[13, 0, 95, 76]","[4498, 15, 4580, 91]",0.25
land,ter-000103-prv-000005,ter-000103,#a799b7,127.1,35.62,4612.1,50.62,"[95, 2, 162, 72]","[4580, 17, 4647, 87]",0.25
land,ter-000104-prv-000001,ter-000104,#5be97a,106.43,48.68,5238.43,89.68,"[67, 19, 146, 90]","[5199, 60, 5278, 131]",0.25
land,ter-000104-prv-000002,ter-000104,#ec45c1,67.57,99.57,5199.57,140.57,"[16, 55, 120, 140]","[5148, 96, 5252, 181]",0.25
land,ter-000104-prv-000003,ter-000104,#f7f88e,29.94,43.85,5161.94,84.85,"[0, 0, 67, 95]","[5132, 41, 5199, 136]",0.25
land,ter-000104-prv-000004,ter-000104,#3f87d8,154.72,126.3,5286.72,167.3,"[109, 86, 204, 172]","[5241, 127, 5336, 213]",0.25
